location_id	sex_id	sex_name	age_id	age_name	cause_id	cause_name	metric_id	metric_name	year	val	upper	lower
117	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.11499290504759865	0.12295756233247253	0.10745270814370078
117	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.12530757014216407	0.13092367621657067	0.1192563776888461
101	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.4407656993185624	0.4521845050367617	0.4226098052481693
101	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.46971121233899066	0.4921885754232842	0.42533560713749274
52	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.4653470712349323	0.47831347683866277	0.4511137728534449
52	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.5824149028936167	0.5960912095928468	0.5583920646168469
45	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.16364625869209007	0.18101898315777823	0.14731997161815766
45	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.140088107965778	0.15422808169943772	0.1270839705338083
36	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.17845869191304228	0.18891599960135355	0.1683138056296605
36	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.18453954341019324	0.19770922216516618	0.16999183724881353
351	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.14217833247195655	0.15530994579407528	0.12131556309415611
351	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.13001643962199283	0.1454385984717372	0.1104834174770845
117	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.28221979129155217	0.2969347363286221	0.2664797706224576
117	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.3865419889309678	0.40709316732218725	0.36065357279185933
193	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.05192204675171414	0.06355458336333344	0.04375071950376647
193	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.06218637993820732	0.07259002941336805	0.05221154397757352
200	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.0295300707375047	0.034400688802779675	0.023790677542738815
200	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.02871081548435834	0.035197772461348364	0.022893725879487813
150	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.23874033402926037	0.2643666163370202	0.2111812446694034
150	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.26720467703306783	0.3035980755482633	0.22894460745879175
29	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.12791773630813147	0.15228350264519264	0.11035104409224554
29	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.13388501426461297	0.1508972070648793	0.11940767926501104
20	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.21682755469840367	0.2453355014021805	0.1766724219404905
20	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.2956637687568682	0.3330731495351438	0.2581084768736963
111	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.19329961137812557	0.21053936598917627	0.17596858320974612
111	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.22493161449414045	0.24112109604542298	0.20608805426830884
71	1	Male	22	All ages	410	Neoplasms	2	Percent	1982	0.24456210941764916	0.25499185099741156	0.23369013696329374
71	2	Female	22	All ages	410	Neoplasms	2	Percent	1982	0.22379623737694776	0.2326287985841357	0.21090123598744276
13	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.10107753354191064	0.11609844140343278	0.08858736504583069
13	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.11589190461868494	0.12582410848806508	0.1045312110809042
151	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.25785418874731014	0.2827567139192051	0.22675145977879888
151	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.23850971191576376	0.2744144991375404	0.1958822612898901
143	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.17865977373938324	0.20063770752880444	0.15127409227846444
143	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.2961646652119348	0.3229089618614462	0.26709922366732125
20	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.09088515723202385	0.1025434996266547	0.07831443529903882
20	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.07086320303728384	0.07987964504710071	0.06297224282044002
183	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.4465035777942698	0.4542525180234389	0.4379666272642588
183	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.45446773412882374	0.46576591292064423	0.4359639377773235
201	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.026273560572750834	0.0331930840229422	0.018915078740761586
201	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.02965584434835233	0.03781948600032927	0.022362335369537186
69	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.19600216342850862	0.20665150873852148	0.1865177620242141
69	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.18872145279057073	0.19528213093751334	0.18235611303389596
152	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.2219841559832696	0.25464054671402025	0.17960669288914652
152	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.2516752533798184	0.28439951672963487	0.2138755732168785
102	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.4526620279433774	0.46265581436356584	0.43261289322920143
102	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.48819968513746564	0.5170415831081672	0.42745505309886245
127	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.03618654017699636	0.04631485353578273	0.030526247757323547
127	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.06783289141769368	0.07518618639237258	0.061944738968964665
176	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.08739202496994737	0.10364081744689022	0.07067129669928816
176	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.1090990124908706	0.1303099259951503	0.09038134378428304
135	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.0927339144935611	0.0968141872919982	0.08854027074037107
135	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.10442676517292938	0.10875888616566624	0.09915860391400848
144	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.3169921331181313	0.3413489036815807	0.29501123508308286
144	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.27828397142089994	0.30551080827396754	0.24909436831035003
45	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.5411820494926336	0.5604532029119262	0.5209819561067597
45	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.6370951017896163	0.6571978417251567	0.6080020860070311
87	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.4341003308005302	0.4436319695383123	0.4223439921130004
87	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.501286296427868	0.5148865526969671	0.4765361910672037
102	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.2305333248145373	0.23549485790293212	0.2230414481096823
102	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.22695953585209072	0.23465795880708745	0.2121399045731576
136	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.2548305922831337	0.27734125310628677	0.22956295281291153
136	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.3043872341071253	0.3301700298511474	0.2685153369645121
143	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.03556831930540411	0.04227338801471501	0.029949368497759782
143	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.048267484990512	0.05591442111225402	0.04162169085695277
201	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.06832416514173381	0.07794424079395125	0.0579237057238894
201	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.060356754167896445	0.07263765566554083	0.04895439386909754
435	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.033695881714694655	0.03951465805614845	0.02784593667317396
435	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.036865314054751214	0.04354124945788747	0.029572200681988
152	1	Male	22	All ages	410	Neoplasms	2	Percent	1982	0.037871504505821524	0.045382518987774324	0.031885796938828266
152	2	Female	22	All ages	410	Neoplasms	2	Percent	1982	0.03297277322347227	0.040717488647431736	0.02795804786570853
178	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.04697919338090302	0.05821926820299166	0.03722985774803217
178	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.08291336648495405	0.09958219669395055	0.06895062942031546
195	1	Male	22	All ages	410	Neoplasms	2	Percent	1983	0.03311657808236578	0.0388327534582823	0.028454045809576774
195	2	Female	22	All ages	410	Neoplasms	2	Percent	1983	0.04983575175256567	0.05770373965473722	0.04296132636163993
22	1	Male	22	All ages	410	Neoplasms	2	Percent	1982	0.056542655798484505	0.06479208791881189	0.044048916297652285
22	2	Female	22	All ages	410	Neoplasms	2	Percent	1982	0.11265660180042214	0.12709994686222975	0.0974246188671176
351	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.3464990743575767	0.3607325422960794	0.3312974098685588
351	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.3808773320817379	0.4065793350678217	0.35838196007536266
127	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.10290595900214523	0.11670195886824913	0.09006486218528169
127	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.14390256842897453	0.1550757308317615	0.13091734920420836
110	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.18894946781116703	0.21034752940425777	0.16664013788057033
110	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.15670346255470083	0.16771112195140284	0.14630652864810512
71	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.4574260511080514	0.4680458908749651	0.44191164800068444
71	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.512413553370927	0.5367411222987687	0.46278246439341075
38	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.2401927575644403	0.2616258311066665	0.21191041177735995
38	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.29230678783806213	0.31672642897685405	0.2680403444747906
168	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.027495653232247345	0.040180100988541766	0.020890627627754302
168	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.026627898669944142	0.03386285412891349	0.020923090545647862
94	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.4241489249367963	0.43528806594150615	0.4072505609678195
94	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.4849427404086639	0.5096038111295794	0.4338674160387833
185	1	Male	22	All ages	410	Neoplasms	2	Percent	1982	0.03274981068408948	0.039716627528571656	0.027176841189789473
185	2	Female	22	All ages	410	Neoplasms	2	Percent	1982	0.050110269572288944	0.059439390080558534	0.04194639957050655
85	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.20526403972735632	0.21554888599863276	0.19531808558506328
85	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.22310927884140214	0.23117009203139768	0.21339082642418655
193	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.12233506163008077	0.14108010774630064	0.10184881627161134
193	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.17486121734486484	0.20094795373505925	0.15100415291409913
160	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.21833377464822076	0.2633639243951006	0.1485572956567149
160	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.1571614210847122	0.1786694721956428	0.13261294591622252
118	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.2953578193125214	0.3103754255692012	0.27994537747945086
118	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.35139794080159265	0.3689359661539074	0.32986806455876483
105	1	Male	22	All ages	410	Neoplasms	2	Percent	1982	0.16927918632388825	0.17518020596944098	0.1620327056994912
105	2	Female	22	All ages	410	Neoplasms	2	Percent	1982	0.15687308310491202	0.16232252953407905	0.1499877066287462
37	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.11106153545146132	0.11973085568435593	0.10237389676911152
37	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.11294683056108916	0.12271532597175239	0.10364566033767883
80	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.3279987329683405	0.33730903979176147	0.31534872834805916
80	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.4211227756774404	0.441424070057143	0.3806094427257068
183	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.07348611040856565	0.07725341900212561	0.0699600795743689
183	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.08886695533771985	0.09145829513955672	0.08613756428402324
6	1	Male	22	All ages	410	Neoplasms	2	Percent	1982	0.19488777504637317	0.21467352398487075	0.174624875241457
6	2	Female	22	All ages	410	Neoplasms	2	Percent	1982	0.1482189400181272	0.15992476747617876	0.13467037103448917
63	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.47243255674050616	0.4828978459030485	0.4574957043428101
63	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.6587190089985777	0.6765840608651851	0.6226277019176114
49	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.47564270342537107	0.4982663128633206	0.4364602758153323
49	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.5135759173567638	0.5410129254641415	0.47659259237920787
396	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.3409016153957851	0.36498250917710634	0.31495948101187043
396	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.43800355062229157	0.4764935743997613	0.38394219226687826
111	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.06343729710793825	0.07515532513478193	0.05625575670489515
111	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.07223427496039794	0.07933114330396408	0.0659468307268701
129	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.09945246260378787	0.11336027954574537	0.08336303216177116
129	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.1405249315085843	0.15486419663774306	0.12226064115485849
53	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.1855613086215382	0.2046641841780062	0.17024684700662915
53	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.15868279569243146	0.17704011192382943	0.14489192688526628
78	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.24241679341579403	0.25438332230054583	0.22993618680995556
78	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.24944132263763782	0.2587595244566223	0.2380903025824802
23	1	Male	22	All ages	410	Neoplasms	2	Percent	1982	0.050624831546437606	0.057109868078715945	0.04093287590955826
23	2	Female	22	All ages	410	Neoplasms	2	Percent	1982	0.0698135324534894	0.08205650776756294	0.05818246357879078
14	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.03737336986927318	0.04499517514975522	0.02820814035907377
14	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.03314527714992839	0.041918581254677074	0.018499594940165575
36	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.3193823797991126	0.3324750690804102	0.30688742450683765
36	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.4531609858603425	0.47389037725247357	0.4238982595140841
85	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.4732202459870042	0.4846697278740966	0.457078550964572
85	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.48097484967725823	0.495282323499765	0.45113073652906394
29	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.2339658954332884	0.25894094149223074	0.19335999680751959
29	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.191990986458541	0.21463024048902773	0.1648935401596737
69	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.35736024176776476	0.36655223722037317	0.347348020875248
69	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.3969753987405104	0.4075073674712475	0.38170578287711643
30	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.051579340500869264	0.06583888941934098	0.04016950641896679
30	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.05217590939106882	0.06800852373970943	0.038583766292963874
87	1	Male	22	All ages	410	Neoplasms	2	Percent	1982	0.2788858368852863	0.28758090884591403	0.2696032516443906
87	2	Female	22	All ages	410	Neoplasms	2	Percent	1982	0.23507276045948655	0.2423878863540557	0.22548161763079058
185	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.08227944820204405	0.09813424138791117	0.06506542014355672
185	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.12031412957897394	0.1386546777956853	0.10278788012003347
86	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.41660928638610983	0.4258660756719051	0.39896897433939693
86	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.5012255811680283	0.5262485347390176	0.4474446496914453
81	1	Male	22	All ages	410	Neoplasms	2	Percent	1983	0.2437653244513542	0.25297725374129526	0.23428231478763395
81	2	Female	22	All ages	410	Neoplasms	2	Percent	1983	0.21627364827177437	0.2243795700698498	0.20324805357394307
196	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.11329711915715873	0.12458074517854485	0.10186120174564146
196	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.16068470561247705	0.1758975399866218	0.14447979398061417
184	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.06034494508111702	0.07007723970107	0.04964383130081064
184	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.07308659479620971	0.085096225568316	0.061076636781962915
112	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.1509609586728382	0.158105370167816	0.14393084460259511
112	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.13558847217122977	0.1405542961417729	0.12978653761506545
217	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.09902767941462298	0.11536330426172726	0.0838111822386876
217	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1980	0.09658847513328271	0.11577614776127218	0.07989687515434363
119	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.10600145049422884	0.11083386656735143	0.10117339362076054
119	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.1305404531235782	0.1349378905100024	0.12640092406133924
33	1	Male	22	All ages	410	Neoplasms	2	Percent	1983	0.16204134385530797	0.17252759606809973	0.1518949876401393
33	2	Female	22	All ages	410	Neoplasms	2	Percent	1983	0.15129674975056892	0.16066606810153491	0.1416600463467891
136	1	Male	22	All ages	410	Neoplasms	2	Percent	1982	0.08583306308969772	0.09557292723899773	0.07657165654418084
136	2	Female	22	All ages	410	Neoplasms	2	Percent	1982	0.10588256842618794	0.11538329222462199	0.09604298759428638
13	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.3211245668566162	0.33728860249689246	0.3022017973470973
13	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.34958980563646	0.37062331091175166	0.3209248065865407
129	1	Male	22	All ages	410	Neoplasms	2	Percent	1983	0.040060658800941555	0.04570388253478653	0.034918669652920904
129	2	Female	22	All ages	410	Neoplasms	2	Percent	1983	0.06720936615131419	0.0752478873736706	0.05902485673939902
209	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.09944729676606266	0.11790749688934467	0.08364534704503993
209	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.10441613870552059	0.1210446759761609	0.08734878388757401
97	1	Male	22	All ages	410	Neoplasms	2	Percent	1983	0.19925243517109356	0.20850300274768116	0.19099595542914488
97	2	Female	22	All ages	410	Neoplasms	2	Percent	1983	0.20135220057042416	0.2082927142205527	0.19295924137332734
129	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.09095576983667399	0.10452250598626982	0.0758206986529573
129	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.14620936356313782	0.16021772677789223	0.12698246981905642
78	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.48042840196182596	0.49459607254002474	0.4607592191710353
78	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.4776387781508302	0.49648846923220785	0.43653111264156336
162	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.08345582098689923	0.10157645899322829	0.06598730899798068
162	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.08170577491542355	0.09849213595312292	0.06626876711600906
152	1	Male	22	All ages	410	Neoplasms	2	Percent	1980	0.036077110930709234	0.04370145762373581	0.030010811005663378
152	2	Female	22	All ages	410	Neoplasms	2	Percent	1980	0.0311778385662687	0.0383017007259934	0.02627293265727228
169	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.09030831346567017	0.1102808246393123	0.07334169583991375
169	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1982	0.10313896202628307	0.12574616537802827	0.08555079305785208
46	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.2235871898578329	0.24144995025886562	0.20567530134715123
46	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.1787756040701261	0.19353486199590553	0.1653760425684824
393	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.1237571537187242	0.12936686469934106	0.11823236096437319
393	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.13196507457482912	0.13660731883561522	0.12709803258409305
121	1	Male	22	All ages	410	Neoplasms	2	Percent	1982	0.07008825084994875	0.08120585067939859	0.0612320596308732
121	2	Female	22	All ages	410	Neoplasms	2	Percent	1982	0.09472203861636423	0.11012960471892311	0.07381884261394007
128	1	Male	22	All ages	410	Neoplasms	2	Percent	1981	0.028410209833185894	0.03155541983718017	0.02493146333191579
128	2	Female	22	All ages	410	Neoplasms	2	Percent	1981	0.05181312381079622	0.055855435652439105	0.04797659533272815
113	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.3058180932000647	0.3232262758051233	0.2833080165607047
113	2	Female	22	All ages	491	Cardiovascular diseases	2	Percent	1983	0.32931168750021994	0.3454815917959973	0.30636663810878484
522	1	Male	22	All ages	491	Cardiovascular diseases	2	Percent	1981	0.19233368122312314	0.21908932963323666	0.17017172192704408
