sex	month	year	Deaths	note
men	February	2001	3586
men	February	2002	3627
men	February	2003	3634
men	February	2004	3492
men	February	2005	3820
men	February	2006	3628
men	February	2007	3765
men	February	2008	3587
men	February	2009	3793
men	February	2010	3547
men	February	2011	3547
men	February	2012	3989
men	February	2013	3738
men	February	2014	3596
men	February	2015	3944
men	February	2016	3776
men	February	2017	3781
men	February	2018	4023
men	February	2019	3698
men	March	1851	4424
men	March	1852	4149
men	March	1853	4406
men	March	1854	3184
men	March	1855	3788
men	March	1856	3908
men	March	1857	4084
men	March	1858	4274
men	March	1859	3929
men	March	1860	3351
men	March	1861	3442
men	March	1862	4256
men	March	1863	4099
men	March	1864	3907
men	March	1865	3648
men	March	1866	3974
men	March	1867	4390
men	March	1868	3835
men	March	1869	5447
men	March	1870	4133
men	March	1871	3109
men	March	1872	3461
men	March	1873	3379
men	March	1874	4493
men	March	1875	4504
men	March	1876	3875
men	March	1877	4122
men	March	1878	3734
men	March	1879	3523
men	March	1880	3743
men	March	1881	4035
men	March	1882	3518
men	March	1883	4112
men	March	1884	3784
men	March	1885	4003
men	March	1886	3964
men	March	1887	3649
men	March	1888	3795
men	March	1889	3432
men	March	1890	4014
men	March	1891	3799
men	March	1892	4269
men	March	1893	3721
men	March	1894	3547
men	March	1895	3449
men	March	1896	3549
men	March	1897	3723
men	March	1898	3598
men	March	1899	4805
men	March	1900	4109
men	March	1901	4139
men	March	1902	3846
men	March	1903	3869
men	March	1904	3947
men	March	1905	3887
men	March	1906	3426
men	March	1907	3736
men	March	1908	3842
men	March	1909	3620
men	March	1910	3487
men	March	1911	3465
men	March	1912	3519
men	March	1913	3817
men	March	1914	3513
men	March	1915	3939
men	March	1916	3693
men	March	1917	3952
men	March	1918	3274
men	March	1919	3821
men	March	1920	4155
men	March	1921	3541
men	March	1922	3483
men	March	1923	3065
men	March	1924	3358
men	March	1925	3080
men	March	1926	3387
men	March	1927	3952
men	March	1928	3325
men	March	1929	3680
men	March	1930	3215
men	March	1931	3520
men	March	1932	3271
men	March	1933	3300
men	March	1934	3162
men	March	1935	3252
men	March	1936	3522
men	March	1937	3691
men	March	1938	3329
men	March	1939	3426
men	March	1940	3504
men	March	1941	3072
men	March	1942	3036
men	March	1943	2995
men	March	1944	3301
men	March	1945	3401
men	March	1946	3492
men	March	1947	3711
men	March	1948	2982
men	March	1949	3234
men	March	1950	3189
men	March	1951	3124
men	March	1952	2970
men	March	1953	3072
men	March	1954	3568
men	March	1955	3195
men	March	1956	3162
men	March	1957	3362
men	March	1958	3199
men	March	1959	2999
men	March	1960	3812
men	March	1961	3242
men	March	1962	3649
men	March	1963	3905
men	March	1964	3496
men	March	1965	4166
men	March	1966	3667
men	March	1967	3681
men	March	1968	3750
men	March	1969	3895
men	March	1970	3574
men	March	1971	3677
men	March	1972	3816
men	March	1973	3719
men	March	1974	4245
men	March	1975	4384
men	March	1976	5132
men	March	1977	4183
men	March	1978	4481
men	March	1979	4314
men	March	1980	4249
men	March	1981	4548
men	March	1982	4179
men	March	1983	4865
men	March	1984	4247
men	March	1985	4485
men	March	1986	4518
men	March	1987	4323
men	March	1988	4304
men	March	1989	3963
men	March	1990	4358
men	March	1991	4107
men	March	1992	4177
men	March	1993	4490
men	March	1994	3861
men	March	1995	4060
men	March	1996	3988
men	March	1997	3934
men	March	1998	4321
men	March	1999	4353
men	March	2000	3964
men	March	2001	4009
men	March	2002	4311
men	March	2003	4048
men	March	2004	3773
men	March	2005	4554
men	March	2006	3957
men	March	2007	4072
men	March	2008	4069
men	March	2009	3830
men	March	2010	3902
men	March	2011	3860
men	March	2012	4090
men	March	2013	4024
men	March	2014	3737
men	March	2015	4165
men	March	2016	3962
men	March	2017	4006
men	March	2018	4508
men	March	2019	3833
men	April	1851	4083
men	April	1852	4323
men	April	1853	3852
men	April	1854	3464
men	April	1855	3350
men	April	1856	4170
men	April	1857	4055
men	April	1858	4119
men	April	1859	3826
men	April	1860	3278
men	April	1861	3530
men	April	1862	4342
men	April	1863	3675
men	April	1864	3804
men	April	1865	3663
men	April	1866	3821
men	April	1867	4164
men	April	1868	3926
men	April	1869	5062
men	April	1870	4089
men	April	1871	3342
men	April	1872	3272
men	April	1873	3444
men	April	1874	4180
men	April	1875	4215
men	April	1876	3879
men	April	1877	3822
men	April	1878	3790
men	April	1879	3750
men	April	1880	3904
men	April	1881	3837
men	April	1882	3638
men	April	1883	3939
men	April	1884	3918
men	April	1885	4176
men	April	1886	3495
men	April	1887	3459
men	April	1888	3259
men	April	1889	3391
men	April	1890	3484
men	April	1891	3965
men	April	1892	3699
men	April	1893	3534
men	April	1894	3296
men	April	1895	3561
men	April	1896	3528
men	April	1897	3541
men	April	1898	3463
men	April	1899	4283
men	April	1900	4684
men	April	1901	3925
men	April	1902	3784
men	April	1903	3748
men	April	1904	3589
men	April	1905	3767
men	April	1906	3432
men	April	1907	3660
men	April	1908	3423
men	April	1909	3344
men	April	1910	3894
men	April	1911	3544
men	April	1912	3705
men	April	1913	3551
men	April	1914	3449
men	April	1915	3768
men	April	1916	3728
men	April	1917	3527
men	April	1918	3129
men	April	1919	4040
men	April	1920	3721
men	April	1921	3390
men	April	1922	3219
men	April	1923	3042
men	April	1924	3267
men	April	1925	3175
men	April	1926	3205
men	April	1927	3137
men	April	1928	3201
men	April	1929	3373
men	April	1930	3056
men	April	1931	3144
men	April	1932	3252
men	April	1933	3019
men	April	1934	3113
men	April	1935	3139
men	April	1936	3423
men	April	1937	3282
men	April	1938	3317
men	April	1939	3659
men	April	1940	3152
men	April	1941	3134
men	April	1942	2851
men	April	1943	3031
men	April	1944	3155
men	April	1945	3024
men	April	1946	3056
men	April	1947	3010
men	April	1948	2841
men	April	1949	2987
men	April	1950	2800
men	April	1951	2998
men	April	1952	3022
men	April	1953	3133
men	April	1954	2993
men	April	1955	2995
men	April	1956	3061
men	April	1957	3291
men	April	1958	3138
men	April	1959	3200
men	April	1960	3156
men	April	1961	3080
men	April	1962	3481
men	April	1963	3412
men	April	1964	3442
men	April	1965	3616
men	April	1966	3503
men	April	1967	3629
men	April	1968	3474
men	April	1969	3703
men	April	1970	3435
men	April	1971	3609
men	April	1972	3740
men	April	1973	3694
men	April	1974	4175
men	April	1975	3879
men	April	1976	4084
men	April	1977	4239
men	April	1978	3833
men	April	1979	4205
men	April	1980	4053
men	April	1981	4032
men	April	1982	3970
men	April	1983	3970
men	April	1984	4229
men	April	1985	3835
men	April	1986	4222
men	April	1987	4027
men	April	1988	4302
men	April	1989	3894
men	April	1990	4161
men	April	1991	4161
men	April	1992	3949
men	April	1993	4004
men	April	1994	3755
men	April	1995	4097
men	April	1996	3696
men	April	1997	3797
men	April	1998	3978
men	April	1999	3643
men	April	2000	3602
men	April	2001	3835
men	April	2002	4001
men	April	2003	3797
men	April	2004	3554
men	April	2005	3882
men	April	2006	3673
men	April	2007	3723
men	April	2008	3727
men	April	2009	3482
men	April	2010	3623
men	April	2011	3683
men	April	2012	3701
men	April	2013	3859
men	April	2014	3417
men	April	2015	3785
men	April	2016	3675
men	April	2017	3770
men	April	2018	3825
men	April	2019	3607
men	May	1851	3875
men	May	1852	4151
men	May	1853	3359
men	May	1854	3205
men	May	1855	3524
men	May	1856	3983
men	May	1857	4002
men	May	1858	3680
men	May	1859	3573
men	May	1860	3095
men	May	1861	3564
men	May	1862	3701
men	May	1863	3576
men	May	1864	3821
men	May	1865	3468
men	May	1866	3837
men	May	1867	4065
men	May	1868	3944
men	May	1869	4875
men	May	1870	3820
men	May	1871	3545
men	May	1872	3040
men	May	1873	3647
men	May	1874	4666
men	May	1875	4056
men	May	1876	4031
men	May	1877	4109
men	May	1878	3848
men	May	1879	3773
men	May	1880	3854
men	May	1881	3901
men	May	1882	3531
men	May	1883	3881
men	May	1884	4074
men	May	1885	3989
men	May	1886	3603
men	May	1887	3459
men	May	1888	3333
men	May	1889	3370
men	May	1890	3532
men	May	1891	3994
men	May	1892	3606
men	May	1893	3738
men	May	1894	3240
men	May	1895	3232
men	May	1896	3496
men	May	1897	3375
men	May	1898	3610
men	May	1899	4085
men	May	1900	4595
men	May	1901	3664
men	May	1902	3894
men	May	1903	3687
men	May	1904	3474
men	May	1905	3767
men	May	1906	3398
men	May	1907	3454
men	May	1908	3612
men	May	1909	3416
men	May	1910	3551
men	May	1911	3327
men	May	1912	3679
men	May	1913	3405
men	May	1914	3392
men	May	1915	3621
men	May	1916	3480
men	May	1917	3499
men	May	1918	3182
men	May	1919	3541
men	May	1920	3474
men	May	1921	3260
men	May	1922	3101
men	May	1923	2983
men	May	1924	3262
men	May	1925	3185
men	May	1926	3217
men	May	1927	3200
men	May	1928	3163
men	May	1929	3442
men	May	1930	3129
men	May	1931	3155
men	May	1932	3246
men	May	1933	3181
men	May	1934	3086
men	May	1935	3095
men	May	1936	3199
men	May	1937	3196
men	May	1938	3447
men	May	1939	3208
men	May	1940	3078
men	May	1941	3200
men	May	1942	2770
men	May	1943	2813
men	May	1944	3193
men	May	1945	3241
men	May	1946	2986
men	May	1947	2972
men	May	1948	2893
men	May	1949	3008
men	May	1950	3035
men	May	1951	2903
men	May	1952	2952
men	May	1953	3007
men	May	1954	2942
men	May	1955	3036
men	May	1956	3204
men	May	1957	3209
men	May	1958	3114
men	May	1959	3110
men	May	1960	3154
men	May	1961	3227
men	May	1962	3449
men	May	1963	3269
men	May	1964	3303
men	May	1965	3394
men	May	1966	3429
men	May	1967	3573
men	May	1968	3534
men	May	1969	3536
men	May	1970	3590
men	May	1971	3780
men	May	1972	3739
men	May	1973	3705
men	May	1974	3981
men	May	1975	3797
men	May	1976	4033
men	May	1977	4064
men	May	1978	4037
men	May	1979	4259
men	May	1980	4085
men	May	1981	4054
men	May	1982	4251
men	May	1983	3987
men	May	1984	4068
men	May	1985	4085
men	May	1986	4063
men	May	1987	4141
men	May	1988	4101
men	May	1989	3881
men	May	1990	4086
men	May	1991	4119
men	May	1992	3807
men	May	1993	3846
men	May	1994	3761
men	May	1995	3937
men	May	1996	3732
men	May	1997	3830
men	May	1998	3673
men	May	1999	3735
men	May	2000	3696
men	May	2001	3865
men	May	2002	3617
men	May	2003	3603
men	May	2004	3533
men	May	2005	3698
men	May	2006	3494
men	May	2007	3509
men	May	2008	3514
men	May	2009	3533
men	May	2010	3459
men	May	2011	3510
men	May	2012	3618
men	May	2013	3442
men	May	2014	3620
men	May	2015	3625
men	May	2016	3520
men	May	2017	3726
men	May	2018	3506
men	May	2019	3478
men	June	1851	2931
men	June	1852	2940
men	June	1853	2792
men	June	1854	2474
men	June	1855	2776
men	June	1856	3170
men	June	1857	3342
men	June	1858	2917
men	June	1859	2601
men	June	1860	2619
men	June	1861	2697
men	June	1862	3132
men	June	1863	3103
men	June	1864	3141
men	June	1865	3094
men	June	1866	3255
men	June	1867	3416
men	June	1868	3287
men	June	1869	3981
men	June	1870	3378
men	June	1871	2955
men	June	1872	2576
men	June	1873	2965
men	June	1874	3911
men	June	1875	3315
men	June	1876	3390
men	June	1877	3357
men	June	1878	3349
men	June	1879	3029
men	June	1880	3172
men	June	1881	3237
men	June	1882	3115
men	June	1883	3198
men	June	1884	3192
men	June	1885	3517
men	June	1886	3033
men	June	1887	3099
men	June	1888	3077
men	June	1889	3079
men	June	1890	2917
men	June	1891	3487
men	June	1892	2983
men	June	1893	3116
men	June	1894	3017
men	June	1895	2965
men	June	1896	3232
men	June	1897	3129
men	June	1898	3141
men	June	1899	3584
men	June	1900	3672
men	June	1901	3237
men	June	1902	3318
men	June	1903	3221
men	June	1904	3270
men	June	1905	3303
men	June	1906	3175
men	June	1907	3118
men	June	1908	3197
men	June	1909	3258
men	June	1910	3094
men	June	1911	3197
men	June	1912	3246
men	June	1913	3067
men	June	1914	3322
men	June	1915	3224
men	June	1916	3258
men	June	1917	3025
men	June	1918	2939
men	June	1919	2835
men	June	1920	3089
men	June	1921	2915
men	June	1922	2796
men	June	1923	2811
men	June	1924	2974
men	June	1925	2930
men	June	1926	2739
men	June	1927	2933
men	June	1928	3107
men	June	1929	2938
men	June	1930	3023
men	June	1931	2950
men	June	1932	2924
men	June	1933	2777
men	June	1934	2850
men	June	1935	3143
men	June	1936	3157
men	June	1937	2874
men	June	1938	3174
men	June	1939	2983
men	June	1940	2857
men	June	1941	2882
men	June	1942	2600
men	June	1943	2559
men	June	1944	2881
men	June	1945	2911
men	June	1946	2758
men	June	1947	2893
men	June	1948	2636
men	June	1949	2806
men	June	1950	2933
men	June	1951	2763
men	June	1952	2883
men	June	1953	3016
men	June	1954	2690
men	June	1955	2865
men	June	1956	2843
men	June	1957	3076
men	June	1958	2947
men	June	1959	3140
men	June	1960	3018
men	June	1961	3123
men	June	1962	3318
men	June	1963	3181
men	June	1964	3391
men	June	1965	3243
men	June	1966	3512
men	June	1967	3489
men	June	1968	3563
men	June	1969	3689
men	June	1970	3507
men	June	1971	3666
men	June	1972	3728
men	June	1973	3937
men	June	1974	3751
men	June	1975	3883
men	June	1976	3951
men	June	1977	3919
men	June	1978	3861
men	June	1979	3979
men	June	1980	3964
men	June	1981	3878
men	June	1982	3937
men	June	1983	3920
men	June	1984	3761
men	June	1985	3906
men	June	1986	3886
men	June	1987	4013
men	June	1988	3874
men	June	1989	3965
men	June	1990	3881
men	June	1991	3903
men	June	1992	3888
men	June	1993	3677
men	June	1994	3645
men	June	1995	3817
men	June	1996	3555
men	June	1997	3641
men	June	1998	3534
men	June	1999	3406
men	June	2000	3486
men	June	2001	3569
men	June	2002	3394
men	June	2003	3336
men	June	2004	3400
men	June	2005	3456
men	June	2006	3428
men	June	2007	3359
men	June	2008	3427
men	June	2009	3327
men	June	2010	3383
men	June	2011	3257
men	June	2012	3357
men	June	2013	3352
men	June	2014	3366
men	June	2015	3349
men	June	2016	3325
men	June	2017	3369
men	June	2018	3269
men	June	2019	3283
men	July	1851	2663
men	July	1852	3017
men	July	1853	2605
men	July	1854	2483
men	July	1855	2483
men	July	1856	2740
men	July	1857	3187
men	July	1858	2728
men	July	1859	2490
men	July	1860	2341
men	July	1861	2515
men	July	1862	3089
men	July	1863	2859
men	July	1864	2897
men	July	1865	3243
men	July	1866	3133
men	July	1867	2958
men	July	1868	3577
men	July	1869	3184
men	July	1870	3010
men	July	1871	2540
men	July	1872	2895
men	July	1873	2770
men	July	1874	3518
men	July	1875	3032
men	July	1876	3093
men	July	1877	3193
men	July	1878	3098
men	July	1879	2906
men	July	1880	3055
men	July	1881	2787
men	July	1882	3146
men	July	1883	3133
men	July	1884	3055
men	July	1885	3005
men	July	1886	2965
men	July	1887	2912
men	July	1888	2808
men	July	1889	3216
men	July	1890	2781
men	July	1891	3126
men	July	1892	2934
men	July	1893	3039
men	July	1894	2900
men	July	1895	2769
men	July	1896	3019
men	July	1897	2788
men	July	1898	2943
men	July	1899	3584
men	July	1900	3218
men	July	1901	3452
men	July	1902	3023
men	July	1903	3129
men	July	1904	3064
men	July	1905	3133
men	July	1906	3028
men	July	1907	2926
men	July	1908	3049
men	July	1909	2925
men	July	1910	2995
men	July	1911	2954
men	July	1912	3176
men	July	1913	3019
men	July	1914	3327
men	July	1915	3020
men	July	1916	3145
men	July	1917	2723
men	July	1918	2833
men	July	1919	2987
men	July	1920	2799
men	July	1921	2736
men	July	1922	2669
men	July	1923	2740
men	July	1924	2810
men	July	1925	3066
men	July	1926	2764
men	July	1927	2986
men	July	1928	2910
men	July	1929	2832
men	July	1930	2799
men	July	1931	2693
men	July	1932	2875
men	July	1933	2746
men	July	1934	2729
men	July	1935	2623
men	July	1936	2711
men	July	1937	2810
men	July	1938	2939
men	July	1939	2764
men	July	1940	2840
men	July	1941	2919
men	July	1942	2492
men	July	1943	2688
men	July	1944	2994
men	July	1945	2796
men	July	1946	2684
men	July	1947	2810
men	July	1948	2876
men	July	1949	2896
men	July	1950	2782
men	July	1951	2796
men	July	1952	2760
men	July	1953	2853
men	July	1954	2795
men	July	1955	2922
men	July	1956	2944
men	July	1957	3163
men	July	1958	3003
men	July	1959	3059
men	July	1960	3139
men	July	1961	3193
men	July	1962	3407
men	July	1963	3171
men	July	1964	3464
men	July	1965	3369
men	July	1966	3528
men	July	1967	3563
men	July	1968	3532
men	July	1969	3718
men	July	1970	3523
men	July	1971	3852
men	July	1972	4088
men	July	1973	3986
men	July	1974	3860
men	July	1975	4039
men	July	1976	3884
men	July	1977	3967
men	July	1978	3978
men	July	1979	3892
men	July	1980	4190
men	July	1981	3908
men	July	1982	4217
men	July	1983	4041
men	July	1984	3888
men	July	1985	3845
men	July	1986	3852
men	July	1987	4013
men	July	1988	3888
men	July	1989	3859
men	July	1990	3961
men	July	1991	4131
men	July	1992	3895
men	July	1993	3795
men	July	1994	3800
men	July	1995	3777
men	July	1996	3692
men	July	1997	3725
men	July	1998	3666
men	July	1999	3595
men	July	2000	3645
men	July	2001	3685
men	July	2002	3624
men	July	2003	3596
men	July	2004	3444
men	July	2005	3505
men	July	2006	3497
men	July	2007	3454
men	July	2008	3600
men	July	2009	3356
men	July	2010	3510
men	July	2011	3491
men	July	2012	3496
men	July	2013	3369
men	July	2014	3573
men	July	2015	3491
men	July	2016	3525
men	July	2017	3372
men	July	2018	3721
men	July	2019	3430
men	August	1851	2331
men	August	1852	2899
men	August	1853	3343
men	August	1854	2740
men	August	1855	2651
men	August	1856	2429
men	August	1857	4117
men	August	1858	2719
men	August	1859	2851
men	August	1860	2289
men	August	1861	2593
men	August	1862	2818
men	August	1863	2686
men	August	1864	2849
men	August	1865	2977
men	August	1866	3529
men	August	1867	2587
men	August	1868	4083
men	August	1869	2852
men	August	1870	2898
men	August	1871	2393
men	August	1872	2695
men	August	1873	2679
men	August	1874	3044
men	August	1875	2920
men	August	1876	3015
men	August	1877	2766
men	August	1878	3102
men	August	1879	2635
men	August	1880	2930
men	August	1881	2740
men	August	1882	3103
men	August	1883	2697
men	August	1884	2825
men	August	1885	2751
men	August	1886	2815
men	August	1887	2685
men	August	1888	2595
men	August	1889	2640
men	August	1890	2612
men	August	1891	2937
men	August	1892	2620
men	August	1893	2872
men	August	1894	2603
men	August	1895	2512
men	August	1896	2839
men	August	1897	2776
men	August	1898	2715
men	August	1899	3279
men	August	1900	2939
men	August	1901	3226
men	August	1902	2702
men	August	1903	2764
men	August	1904	2941
men	August	1905	2981
men	August	1906	2996
men	August	1907	2684
men	August	1908	2984
men	August	1909	2528
men	August	1910	2657
men	August	1911	3069
men	August	1912	2798
men	August	1913	2688
men	August	1914	2836
men	August	1915	2613
men	August	1916	2707
men	August	1917	2628
men	August	1918	3087
men	August	1919	2572
men	August	1920	2678
men	August	1921	2518
men	August	1922	2437
men	August	1923	2437
men	August	1924	2581
men	August	1925	2454
men	August	1926	2457
men	August	1927	2481
men	August	1928	2481
men	August	1929	2492
men	August	1930	2592
men	August	1931	2564
men	August	1932	2590
men	August	1933	2432
men	August	1934	2491
men	August	1935	2511
men	August	1936	2784
men	August	1937	2580
men	August	1938	2672
men	August	1939	2690
men	August	1940	2620
men	August	1941	2462
men	August	1942	2439
men	August	1943	2518
men	August	1944	2691
men	August	1945	2658
men	August	1946	2555
men	August	1947	2625
men	August	1948	2557
men	August	1949	2729
men	August	1950	2725
men	August	1951	2710
men	August	1952	2686
men	August	1953	2785
men	August	1954	2666
men	August	1955	2697
men	August	1956	2939
men	August	1957	2946
men	August	1958	2866
men	August	1959	2868
men	August	1960	3169
men	August	1961	3240
men	August	1962	3329
men	August	1963	3173
men	August	1964	3294
men	August	1965	3366
men	August	1966	3287
men	August	1967	3525
men	August	1968	3617
men	August	1969	3496
men	August	1970	3554
men	August	1971	3759
men	August	1972	3595
men	August	1973	3811
men	August	1974	3778
men	August	1975	4055
men	August	1976	3876
men	August	1977	3915
men	August	1978	3971
men	August	1979	4109
men	August	1980	3989
men	August	1981	3829
men	August	1982	3899
men	August	1983	3746
men	August	1984	3912
men	August	1985	3927
men	August	1986	3858
men	August	1987	4012
men	August	1988	4072
men	August	1989	3720
men	August	1990	3879
men	August	1991	3891
men	August	1992	3766
men	August	1993	3757
men	August	1994	3636
men	August	1995	3657
men	August	1996	3572
men	August	1997	3679
men	August	1998	3720
men	August	1999	3704
men	August	2000	3453
men	August	2001	3478
men	August	2002	3638
men	August	2003	3491
men	August	2004	3551
men	August	2005	3436
men	August	2006	3471
men	August	2007	3318
men	August	2008	3400
men	August	2009	3358
men	August	2010	3396
men	August	2011	3446
men	August	2012	3422
men	August	2013	3366
men	August	2014	3621
men	August	2015	3395
men	August	2016	3451
men	August	2017	3435
men	August	2018	3455
men	August	2019	3459
men	September	1851	2220
men	September	1852	2911
men	September	1853	5167
men	September	1854	3205
men	September	1855	3080
men	September	1856	2610
men	September	1857	7598
men	September	1858	3084
men	September	1859	3188
men	September	1860	2315
men	September	1861	2625
men	September	1862	2779
men	September	1863	2474
men	September	1864	2718
men	September	1865	2888
men	September	1866	3682
men	September	1867	2483
men	September	1868	3454
men	September	1869	2756
men	September	1870	2638
men	September	1871	2417
men	September	1872	2457
men	September	1873	2568
men	September	1874	2845
men	September	1875	2725
men	September	1876	2954
men	September	1877	2835
men	September	1878	2834
men	September	1879	2510
men	September	1880	2893
men	September	1881	2565
men	September	1882	2909
men	September	1883	2643
men	September	1884	2616
men	September	1885	2652
men	September	1886	2878
men	September	1887	2636
men	September	1888	2504
men	September	1889	2518
men	September	1890	2610
men	September	1891	2673
men	September	1892	2557
men	September	1893	2826
men	September	1894	2543
men	September	1895	2485
