Sex	Age	Year	Month	J09	J10	J11
F	15–19	2008	Oktober	0	0	0
F	15–19	2008	November	0	0	0
F	15–19	2008	December	0	0	1
F	15–19	2009	Januari	0	2	1
F	15–19	2009	Februari	0	2	0
F	15–19	2009	Mars	0	0	2
F	15–19	2009	April	0	0	0
F	15–19	2009	Maj	0	0	0
F	15–19	2009	Juni	0	0	0
F	15–19	2009	Juli	1	0	0
F	15–19	2009	Augusti	4	0	3
F	15–19	2009	September	4	1	1
F	15–19	2009	Oktober	10	1	0
F	15–19	2009	November	41	2	3
F	15–19	2009	December	1	0	0
F	15–19	2010	Januari	0	0	0
F	15–19	2010	Februari	0	0	0
F	15–19	2010	Mars	0	0	0
F	15–19	2010	April	1	1	0
F	15–19	2010	Maj	0	0	0
F	15–19	2010	Juni	0	0	1
F	15–19	2010	Juli	0	0	0
F	15–19	2010	Augusti	0	0	1
F	15–19	2010	September	0	0	0
F	15–19	2010	Oktober	0	0	0
F	15–19	2010	November	0	0	0
F	15–19	2010	December	1	0	1
F	15–19	2011	Januari	0	1	3
F	15–19	2011	Februari	2	1	4
F	15–19	2011	Mars	1	0	0
F	15–19	2011	April	0	0	0
F	15–19	2011	Maj	0	0	0
F	15–19	2011	Juni	0	0	0
F	15–19	2011	Juli	0	0	0
F	15–19	2011	Augusti	0	0	0
F	15–19	2011	September	0	0	0
F	15–19	2011	Oktober	0	0	0
F	15–19	2011	November	0	0	0
F	15–19	2011	December	1	0	0
F	15–19	2012	Januari	1	1	0
F	15–19	2012	Februari	3	6	3
F	15–19	2012	Mars	1	2	1
F	15–19	2012	April	0	0	0
F	15–19	2012	Maj	0	0	0
F	15–19	2012	Juni	0	0	0
F	15–19	2012	Juli	0	0	0
F	15–19	2012	Augusti	0	0	0
F	15–19	2012	September	0	0	0
F	15–19	2012	Oktober	0	0	0
F	15–19	2012	November	0	0	0
F	15–19	2012	December	1	1	2
F	15–19	2013	Januari	3	2	2
F	15–19	2013	Februari	6	4	1
F	15–19	2013	Mars	2	3	2
F	15–19	2013	April	0	2	0
F	15–19	2013	Maj	0	1	0
F	15–19	2013	Juni	0	0	0
F	15–19	2013	Juli	0	0	0
F	15–19	2013	Augusti	0	0	0
F	15–19	2013	September	0	0	1
F	15–19	2013	Oktober	0	0	0
F	15–19	2013	November	0	0	0
F	15–19	2013	December	0	0	0
F	15–19	2014	Januari	0	1	0
F	15–19	2014	Februari	0	0	0
F	15–19	2014	Mars	1	0	0
F	15–19	2014	April	0	0	0
F	15–19	2014	Maj	0	0	0
F	15–19	2014	Juni	0	0	0
F	15–19	2014	Juli	0	0	0
F	15–19	2014	Augusti	0	0	0
F	15–19	2014	September	0	0	0
F	15–19	2014	Oktober	0	0	0
F	15–19	2014	November	0	0	0
F	15–19	2014	December	0	0	0
F	15–19	2015	Januari	0	0	2
F	15–19	2015	Februari	0	4	0
F	15–19	2015	Mars	1	5	1
F	15–19	2015	April	0	1	0
F	15–19	2015	Maj	0	0	0
F	15–19	2015	Juni	0	0	0
F	15–19	2015	Juli	0	0	0
F	15–19	2015	Augusti	0	0	0
F	15–19	2015	September	0	0	0
F	15–19	2015	Oktober	0	0	0
F	15–19	2015	November	0	0	0
F	15–19	2015	December	1	0	0
F	15–19	2016	Januari	0	1	0
F	15–19	2016	Februari	1	3	0
F	15–19	2016	Mars	0	6	1
F	15–19	2016	April	1	1	0
F	15–19	2016	Maj	0	0	0
F	15–19	2016	Juni	0	0	0
F	15–19	2016	Juli	0	0	0
F	15–19	2016	Augusti	0	0	0
F	15–19	2016	September	0	0	0
F	15–19	2016	Oktober	0	1	0
F	15–19	2016	November	0	0	0
F	15–19	2016	December	0	1	0
F	15–19	2017	Januari	1	2	0
F	15–19	2017	Februari	1	4	0
F	15–19	2017	Mars	1	4	0
F	15–19	2017	April	0	1	0
F	15–19	2017	Maj	0	0	0
F	15–19	2017	Juni	0	0	0
F	15–19	2017	Juli	0	0	0
F	15–19	2017	Augusti	0	0	0
F	15–19	2017	September	0	0	0
F	15–19	2017	Oktober	0	0	0
F	15–19	2017	November	0	0	0
F	15–19	2017	December	0	1	1
F	15–19	2018	Januari	0	4	0
F	15–19	2018	Februari	1	4	0
F	15–19	2018	Mars	0	6	0
F	15–19	2018	April	0	3	1
F	15–19	2018	Maj	0	0	0
F	15–19	2018	Juni	0	0	0
F	15–19	2018	Juli	0	0	0
F	15–19	2018	Augusti	0	0	0
F	15–19	2018	September	0	0	0
F	15–19	2018	Oktober	0	0	0
F	15–19	2018	November	0	0	0
F	15–19	2018	December	0	2	0
F	15–19	2019	Januari	0	2	0
F	15–19	2019	Februari	0	6	0
F	15–19	2019	Mars	0	5	1
F	15–19	2019	April	0	0	0
F	15–19	2019	Maj	0	0	0
F	15–19	2019	Juni	0	0	0
F	15–19	2019	Juli	0	0	0
F	15–19	2019	Augusti	0	0	0
F	15–19	2019	September	0	0	0
F	15–19	2019	Oktober	0	0	0
F	15–19	2019	November	0	1	0
F	15–19	2019	December	1	2	0
F	15–19	2020	Januari	1	8	0
F	15–19	2020	Februari	0	8	0
F	15–19	2020	Mars	0	5	0
F	15–19	2020	April	0	0	0
F	15–19	2020	Maj	0	0	0
F	15–19	2020	Juni	0	1	0
F	15–19	2020	Juli	0	0	0
F	15–19	2020	Augusti	0	0	0
F	15–19	2020	September	0	0	0
F	15–19	2020	Oktober	0	0	0
F	15–19	2020	November	0	0	0
F	15–19	2020	December	0	0	0
F	15–19	2021	Januari	0	0	0
F	15–19	2021	Februari	0	0	0
F	15–19	2021	Mars	0	0	0
F	15–19	2021	April	0	0	0
F	15–19	2021	Maj	0	0	0
F	15–19	2021	Juni	0	0	0
F	15–19	2021	Juli	0	0	0
F	15–19	2021	Augusti	0	0	0
F	15–19	2021	September	0	0	0
F	15–19	2021	Oktober	0	1	0
F	15–19	2021	November	0	0	0
F	15–19	2021	December	3	21	0
F	20–24	1998	Januari	0	0	0
F	20–24	1998	Februari	0	4	3
F	20–24	1998	Mars	0	2	6
F	20–24	1998	April	0	0	1
F	20–24	1998	Maj	0	0	0
F	20–24	1998	Juni	0	0	0
F	20–24	1998	Juli	0	0	0
F	20–24	1998	Augusti	0	0	0
F	20–24	1998	September	0	0	1
F	20–24	1998	Oktober	0	0	0
F	20–24	1998	November	0	0	0
F	20–24	1998	December	0	1	0
F	20–24	1999	Januari	0	2	3
F	20–24	1999	Februari	0	8	10
F	20–24	1999	Mars	0	2	6
F	20–24	1999	April	0	0	0
F	20–24	1999	Maj	0	0	0
F	20–24	1999	Juni	0	0	0
F	20–24	1999	Juli	0	0	0
F	20–24	1999	Augusti	0	0	0
F	20–24	1999	September	0	0	0
F	20–24	1999	Oktober	0	0	0
F	20–24	1999	November	0	0	0
F	20–24	1999	December	0	3	3
F	20–24	2000	Januari	0	6	5
F	20–24	2000	Februari	0	0	0
F	20–24	2000	Mars	0	0	0
F	20–24	2000	April	0	0	1
F	20–24	2000	Maj	0	0	0
F	20–24	2000	Juni	0	1	0
F	20–24	2000	Juli	0	0	0
F	20–24	2000	Augusti	0	0	0
F	20–24	2000	September	0	0	0
F	20–24	2000	Oktober	0	0	0
F	20–24	2000	November	0	0	0
F	20–24	2000	December	0	0	0
F	20–24	2001	Januari	0	1	0
F	20–24	2001	Februari	0	3	1
F	20–24	2001	Mars	0	1	3
F	20–24	2001	April	0	0	2
F	20–24	2001	Maj	0	0	0
F	20–24	2001	Juni	0	0	0
F	20–24	2001	Juli	0	0	0
F	20–24	2001	Augusti	0	0	0
F	20–24	2001	September	0	0	0
F	20–24	2001	Oktober	0	0	0
F	20–24	2001	November	0	0	0
F	20–24	2001	December	0	0	0
F	20–24	2002	Januari	0	1	0
F	20–24	2002	Februari	0	2	3
F	20–24	2002	Mars	0	3	3
F	20–24	2002	April	0	0	0
F	20–24	2002	Maj	0	0	1
F	20–24	2002	Juni	0	0	0
F	20–24	2002	Juli	0	0	0
F	20–24	2002	Augusti	0	0	0
F	20–24	2002	September	0	0	0
F	20–24	2002	Oktober	0	0	0
F	20–24	2002	November	0	0	0
F	20–24	2002	December	0	0	0
F	20–24	2003	Januari	0	0	0
F	20–24	2003	Februari	0	2	1
F	20–24	2003	Mars	0	1	1
F	20–24	2003	April	0	2	2
F	20–24	2003	Maj	0	0	1
F	20–24	2003	Juni	0	0	0
F	20–24	2003	Juli	0	0	0
F	20–24	2003	Augusti	0	0	0
F	20–24	2003	September	0	0	0
F	20–24	2003	Oktober	0	0	0
F	20–24	2003	November	0	0	0
F	20–24	2003	December	0	9	6
F	20–24	2004	Januari	0	2	2
F	20–24	2004	Februari	0	0	0
F	20–24	2004	Mars	0	0	1
F	20–24	2004	April	0	0	0
F	20–24	2004	Maj	0	0	0
F	20–24	2004	Juni	0	0	0
F	20–24	2004	Juli	0	0	0
F	20–24	2004	Augusti	0	0	0
F	20–24	2004	September	0	0	0
F	20–24	2004	Oktober	0	0	0
F	20–24	2004	November	0	0	0
F	20–24	2004	December	0	0	0
F	20–24	2005	Januari	0	1	1
F	20–24	2005	Februari	0	6	2
F	20–24	2005	Mars	0	1	2
F	20–24	2005	April	0	1	0
F	20–24	2005	Maj	0	0	0
F	20–24	2005	Juni	0	0	0
F	20–24	2005	Juli	0	0	0
F	20–24	2005	Augusti	0	0	1
F	20–24	2005	September	0	0	0
F	20–24	2005	Oktober	0	0	0
F	20–24	2005	November	0	0	0
F	20–24	2005	December	0	0	0
F	20–24	2006	Januari	0	0	0
F	20–24	2006	Februari	0	2	0
F	20–24	2006	Mars	0	5	1
F	20–24	2006	April	0	2	1
F	20–24	2006	Maj	0	0	0
F	20–24	2006	Juni	0	0	0
F	20–24	2006	Juli	0	0	0
F	20–24	2006	Augusti	0	0	1
F	20–24	2006	September	0	0	0
F	20–24	2006	Oktober	0	0	0
F	20–24	2006	November	0	0	0
F	20–24	2006	December	0	1	0
F	20–24	2007	Januari	0	3	0
F	20–24	2007	Februari	0	1	1
F	20–24	2007	Mars	0	4	1
F	20–24	2007	April	0	1	0
F	20–24	2007	Maj	0	0	0
F	20–24	2007	Juni	0	0	0
F	20–24	2007	Juli	0	0	0
F	20–24	2007	Augusti	0	0	0
F	20–24	2007	September	0	0	0
F	20–24	2007	Oktober	0	0	0
F	20–24	2007	November	0	0	0
F	20–24	2007	December	0	1	0
F	20–24	2008	Januari	0	2	1
F	20–24	2008	Februari	0	0	2
F	20–24	2008	Mars	0	2	2
F	20–24	2008	April	0	2	0
F	20–24	2008	Maj	0	1	0
F	20–24	2008	Juni	0	0	0
F	20–24	2008	Juli	0	0	0
F	20–24	2008	Augusti	0	0	0
F	20–24	2008	September	0	0	0
F	20–24	2008	Oktober	0	0	0
F	20–24	2008	November	0	2	0
F	20–24	2008	December	0	1	1
F	20–24	2009	Januari	0	5	1
F	20–24	2009	Februari	0	3	2
F	20–24	2009	Mars	0	2	2
F	20–24	2009	April	0	0	1
F	20–24	2009	Maj	0	0	0
F	20–24	2009	Juni	0	0	0
F	20–24	2009	Juli	0	0	0
F	20–24	2009	Augusti	2	0	0
F	20–24	2009	September	6	1	6
F	20–24	2009	Oktober	11	0	0
F	20–24	2009	November	51	2	7
F	20–24	2009	December	2	0	1
F	20–24	2010	Januari	0	0	0
F	20–24	2010	Februari	0	0	0
F	20–24	2010	Mars	0	0	0
F	20–24	2010	April	1	2	1
F	20–24	2010	Maj	0	1	0
F	20–24	2010	Juni	0	0	0
F	20–24	2010	Juli	0	0	0
F	20–24	2010	Augusti	0	0	0
F	20–24	2010	September	0	0	0
F	20–24	2010	Oktober	0	0	0
F	20–24	2010	November	0	0	1
F	20–24	2010	December	2	0	0
F	20–24	2011	Januari	11	2	2
F	20–24	2011	Februari	4	11	2
F	20–24	2011	Mars	1	5	2
F	20–24	2011	April	0	0	0
F	20–24	2011	Maj	1	1	0
F	20–24	2011	Juni	0	0	0
F	20–24	2011	Juli	0	0	0
F	20–24	2011	Augusti	0	0	0
F	20–24	2011	September	0	0	0
F	20–24	2011	Oktober	0	0	0
F	20–24	2011	November	0	0	0
F	20–24	2011	December	0	2	0
F	20–24	2012	Januari	0	1	3
F	20–24	2012	Februari	0	3	0
F	20–24	2012	Mars	2	1	5
F	20–24	2012	April	1	3	1
F	20–24	2012	Maj	0	0	0
F	20–24	2012	Juni	0	0	0
F	20–24	2012	Juli	0	0	0
F	20–24	2012	Augusti	0	0	0
F	20–24	2012	September	0	0	0
F	20–24	2012	Oktober	0	0	0
F	20–24	2012	November	0	0	0
F	20–24	2012	December	1	0	0
F	20–24	2013	Januari	7	7	2
F	20–24	2013	Februari	5	8	5
F	20–24	2013	Mars	3	3	3
F	20–24	2013	April	1	2	1
F	20–24	2013	Maj	0	1	0
F	20–24	2013	Juni	0	0	0
F	20–24	2013	Juli	0	0	0
F	20–24	2013	Augusti	0	0	0
F	20–24	2013	September	0	0	0
F	20–24	2013	Oktober	0	0	0
F	20–24	2013	November	1	0	0
F	20–24	2013	December	2	0	0
F	20–24	2014	Januari	2	2	0
F	20–24	2014	Februari	1	6	2
F	20–24	2014	Mars	0	2	0
F	20–24	2014	April	0	0	1
F	20–24	2014	Maj	0	1	0
F	20–24	2014	Juni	0	0	0
F	20–24	2014	Juli	0	0	0
F	20–24	2014	Augusti	0	0	0
F	20–24	2014	September	0	0	0
F	20–24	2014	Oktober	0	0	0
F	20–24	2014	November	0	0	0
F	20–24	2014	December	0	0	0
F	20–24	2015	Januari	0	4	0
F	20–24	2015	Februari	2	5	0
F	20–24	2015	Mars	5	10	1
F	20–24	2015	April	1	3	0
F	20–24	2015	Maj	0	2	0
F	20–24	2015	Juni	1	1	0
F	20–24	2015	Juli	0	0	0
F	20–24	2015	Augusti	0	0	0
F	20–24	2015	September	0	0	0
F	20–24	2015	Oktober	0	0	0
F	20–24	2015	November	0	0	0
F	20–24	2015	December	3	5	0
F	20–24	2016	Januari	2	7	1
F	20–24	2016	Februari	5	7	0
F	20–24	2016	Mars	1	16	3
F	20–24	2016	April	1	6	0
F	20–24	2016	Maj	0	0	0
F	20–24	2016	Juni	0	0	0
F	20–24	2016	Juli	0	1	0
F	20–24	2016	Augusti	0	0	0
F	20–24	2016	September	0	0	0
F	20–24	2016	Oktober	0	1	0
F	20–24	2016	November	1	0	0
F	20–24	2016	December	0	2	2
F	20–24	2017	Januari	2	9	0
F	20–24	2017	Februari	1	7	0
F	20–24	2017	Mars	1	0	0
F	20–24	2017	April	0	2	0
F	20–24	2017	Maj	0	0	0
F	20–24	2017	Juni	0	0	0
F	20–24	2017	Juli	0	0	0
F	20–24	2017	Augusti	0	0	0
F	20–24	2017	September	0	0	0
F	20–24	2017	Oktober	0	0	0
F	20–24	2017	November	0	0	0
F	20–24	2017	December	0	1	0
F	20–24	2018	Januari	0	11	1
F	20–24	2018	Februari	1	13	1
F	20–24	2018	Mars	0	3	0
F	20–24	2018	April	1	5	0
F	20–24	2018	Maj	0	0	0
F	20–24	2018	Juni	0	0	0
F	20–24	2018	Juli	0	0	0
F	20–24	2018	Augusti	0	0	0
F	20–24	2018	September	0	0	0
F	20–24	2018	Oktober	0	0	0
F	20–24	2018	November	0	0	0
F	20–24	2018	December	0	8	0
F	20–24	2019	Januari	0	16	2
F	20–24	2019	Februari	1	8	1
F	20–24	2019	Mars	0	5	0
F	20–24	2019	April	0	3	0
F	20–24	2019	Maj	0	0	0
F	20–24	2019	Juni	0	1	0
F	20–24	2019	Juli	0	0	1
F	20–24	2019	Augusti	0	0	0
F	20–24	2019	September	0	1	0
F	20–24	2019	Oktober	0	1	0
F	20–24	2019	November	0	0	0
F	20–24	2019	December	0	8	0
F	20–24	2020	Januari	1	3	0
F	20–24	2020	Februari	0	6	0
F	20–24	2020	Mars	0	9	0
F	20–24	2020	April	0	0	0
F	20–24	2020	Maj	0	0	0
F	20–24	2020	Juni	1	0	0
F	20–24	2020	Juli	0	0	0
F	20–24	2020	Augusti	0	0	0
F	20–24	2020	September	0	0	0
F	20–24	2020	Oktober	0	0	0
F	20–24	2020	November	0	0	0
F	20–24	2020	December	0	0	0
F	20–24	2021	Januari	0	0	0
F	20–24	2021	Februari	0	0	0
F	20–24	2021	Mars	0	0	0
F	20–24	2021	April	0	0	0
F	20–24	2021	Maj	0	0	0
F	20–24	2021	Juni	0	0	0
F	20–24	2021	Juli	0	0	0
F	20–24	2021	Augusti	0	0	0
F	20–24	2021	September	0	0	0
F	20–24	2021	Oktober	0	1	0
F	20–24	2021	November	0	1	0
F	20–24	2021	December	1	12	2
F	25–29	1998	Januari	0	1	0
F	25–29	1998	Februari	0	4	5
F	25–29	1998	Mars	0	4	10
F	25–29	1998	April	0	1	3
F	25–29	1998	Maj	0	1	0
F	25–29	1998	Juni	0	0	0
F	25–29	1998	Juli	0	0	1
F	25–29	1998	Augusti	0	0	0
F	25–29	1998	September	0	0	0
F	25–29	1998	Oktober	0	0	1
F	25–29	1998	November	0	0	0
F	25–29	1998	December	0	0	1
F	25–29	1999	Januari	0	2	5
F	25–29	1999	Februari	0	9	9
F	25–29	1999	Mars	0	1	13
F	25–29	1999	April	0	0	1
F	25–29	1999	Maj	0	0	0
F	25–29	1999	Juni	0	0	0
F	25–29	1999	Juli	0	0	0
F	25–29	1999	Augusti	0	0	0
F	25–29	1999	September	0	0	0
F	25–29	1999	Oktober	0	0	0
F	25–29	1999	November	0	0	1
F	25–29	1999	December	0	6	10
F	25–29	2000	Januari	0	3	7
F	25–29	2000	Februari	0	3	4
F	25–29	2000	Mars	0	0	1
F	25–29	2000	April	0	0	1
F	25–29	2000	Maj	0	0	0
F	25–29	2000	Juni	0	0	0
F	25–29	2000	Juli	0	0	0
F	25–29	2000	Augusti	0	0	0
F	25–29	2000	September	0	0	0
F	25–29	2000	Oktober	0	1	1
F	25–29	2000	November	0	0	0
F	25–29	2000	December	0	0	2
F	25–29	2001	Januari	0	0	0
F	25–29	2001	Februari	0	4	5
F	25–29	2001	Mars	0	1	6
F	25–29	2001	April	0	1	5
F	25–29	2001	Maj	0	0	1
F	25–29	2001	Juni	0	0	0
F	25–29	2001	Juli	0	0	0
F	25–29	2001	Augusti	0	0	0
F	25–29	2001	September	0	0	0
F	25–29	2001	Oktober	0	0	0
F	25–29	2001	November	0	0	1
F	25–29	2001	December	0	0	0
F	25–29	2002	Januari	0	1	1
F	25–29	2002	Februari	0	2	1
F	25–29	2002	Mars	0	4	2
F	25–29	2002	April	0	5	3
F	25–29	2002	Maj	0	0	0
F	25–29	2002	Juni	0	0	0
F	25–29	2002	Juli	0	0	0
F	25–29	2002	Augusti	0	0	0
F	25–29	2002	September	0	0	0
F	25–29	2002	Oktober	0	0	0
F	25–29	2002	November	0	0	0
F	25–29	2002	December	0	0	0
F	25–29	2003	Januari	0	0	0
F	25–29	2003	Februari	0	3	1
F	25–29	2003	Mars	0	2	0
F	25–29	2003	April	0	0	1
F	25–29	2003	Maj	0	1	2
F	25–29	2003	Juni	0	0	0
F	25–29	2003	Juli	0	0	0
F	25–29	2003	Augusti	0	0	0
F	25–29	2003	September	0	0	0
F	25–29	2003	Oktober	0	0	0
F	25–29	2003	November	0	1	0
F	25–29	2003	December	0	4	4
F	25–29	2004	Januari	0	1	3
F	25–29	2004	Februari	0	0	0
F	25–29	2004	Mars	0	0	0
F	25–29	2004	April	0	0	0
F	25–29	2004	Maj	0	0	0
F	25–29	2004	Juni	0	0	0
F	25–29	2004	Juli	0	0	0
F	25–29	2004	Augusti	0	0	0
F	25–29	2004	September	0	0	0
F	25–29	2004	Oktober	0	0	0
F	25–29	2004	November	0	0	0
F	25–29	2004	December	0	1	0
F	25–29	2005	Januari	0	2	4
F	25–29	2005	Februari	0	1	1
F	25–29	2005	Mars	0	2	4
F	25–29	2005	April	0	1	1
F	25–29	2005	Maj	0	0	0
F	25–29	2005	Juni	0	0	1
F	25–29	2005	Juli	0	0	0
F	25–29	2005	Augusti	0	0	0
F	25–29	2005	September	0	0	0
F	25–29	2005	Oktober	0	0	1
F	25–29	2005	November	0	0	0
F	25–29	2005	December	0	0	0
F	25–29	2006	Januari	0	0	0
F	25–29	2006	Februari	0	2	0
F	25–29	2006	Mars	0	5	1
F	25–29	2006	April	0	4	1
F	25–29	2006	Maj	0	0	0
F	25–29	2006	Juni	0	0	0
F	25–29	2006	Juli	0	0	0
F	25–29	2006	Augusti	0	0	0
F	25–29	2006	September	0	0	0
F	25–29	2006	Oktober	0	0	0
F	25–29	2006	November	0	0	0
F	25–29	2006	December	0	0	0
F	25–29	2007	Januari	0	0	1
F	25–29	2007	Februari	0	4	2
F	25–29	2007	Mars	0	4	3
F	25–29	2007	April	0	0	1
F	25–29	2007	Maj	0	0	0
F	25–29	2007	Juni	0	0	0
F	25–29	2007	Juli	0	0	0
F	25–29	2007	Augusti	0	0	0
F	25–29	2007	September	0	0	0
F	25–29	2007	Oktober	0	0	0
F	25–29	2007	November	0	1	0
F	25–29	2007	December	0	0	1
F	25–29	2008	Januari	0	1	0
F	25–29	2008	Februari	0	4	1
F	25–29	2008	Mars	0	1	4
F	25–29	2008	April	0	0	1
F	25–29	2008	Maj	0	1	0
F	25–29	2008	Juni	0	0	0
F	25–29	2008	Juli	0	0	0
F	25–29	2008	Augusti	0	0	0
F	25–29	2008	September	0	0	0
F	25–29	2008	Oktober	0	0	0
F	25–29	2008	November	0	0	0
F	25–29	2008	December	0	3	0
F	25–29	2009	Januari	0	5	2
F	25–29	2009	Februari	0	2	0
F	25–29	2009	Mars	0	1	1
F	25–29	2009	April	0	0	0
F	25–29	2009	Maj	0	1	0
F	25–29	2009	Juni	0	0	0
F	25–29	2009	Juli	4	0	0
F	25–29	2009	Augusti	2	0	0
F	25–29	2009	September	1	1	1
F	25–29	2009	Oktober	9	2	2
F	25–29	2009	November	37	0	4
F	25–29	2009	December	4	0	0
F	25–29	2010	Januari	1	0	0
F	25–29	2010	Februari	3	0	0
F	25–29	2010	Mars	0	0	0
F	25–29	2010	April	0	1	0
F	25–29	2010	Maj	0	2	0
F	25–29	2010	Juni	0	0	0
F	25–29	2010	Juli	0	0	0
F	25–29	2010	Augusti	0	0	0
F	25–29	2010	September	0	0	0
F	25–29	2010	Oktober	0	0	0
F	25–29	2010	November	0	0	0
F	25–29	2010	December	2	1	1
F	25–29	2011	Januari	10	2	1
F	25–29	2011	Februari	5	4	3
F	25–29	2011	Mars	2	3	4
F	25–29	2011	April	0	1	1
F	25–29	2011	Maj	1	0	0
F	25–29	2011	Juni	0	0	0
F	25–29	2011	Juli	0	0	0
F	25–29	2011	Augusti	0	0	0
F	25–29	2011	September	0	0	0
F	25–29	2011	Oktober	0	0	0
F	25–29	2011	November	0	0	0
F	25–29	2011	December	1	0	0
F	25–29	2012	Januari	0	1	2
F	25–29	2012	Februari	1	5	0
F	25–29	2012	Mars	0	5	3
F	25–29	2012	April	1	2	0
F	25–29	2012	Maj	0	0	0
F	25–29	2012	Juni	0	0	0
F	25–29	2012	Juli	0	0	1
F	25–29	2012	Augusti	0	0	0
F	25–29	2012	September	0	0	0
F	25–29	2012	Oktober	0	0	0
F	25–29	2012	November	0	0	0
F	25–29	2012	December	1	1	0
F	25–29	2013	Januari	5	11	2
F	25–29	2013	Februari	10	9	4
F	25–29	2013	Mars	0	4	2
F	25–29	2013	April	0	2	0
F	25–29	2013	Maj	0	2	0
F	25–29	2013	Juni	0	0	0
F	25–29	2013	Juli	0	0	0
F	25–29	2013	Augusti	0	0	0
F	25–29	2013	September	0	0	0
F	25–29	2013	Oktober	0	0	0
F	25–29	2013	November	0	0	0
F	25–29	2013	December	0	0	0
F	25–29	2014	Januari	2	2	0
F	25–29	2014	Februari	5	1	1
F	25–29	2014	Mars	5	1	1
F	25–29	2014	April	0	1	0
F	25–29	2014	Maj	1	1	0
F	25–29	2014	Juni	0	0	0
F	25–29	2014	Juli	0	0	0
F	25–29	2014	Augusti	0	0	0
F	25–29	2014	September	0	0	0
F	25–29	2014	Oktober	0	0	0
F	25–29	2014	November	0	0	0
F	25–29	2014	December	0	1	0
F	25–29	2015	Januari	3	3	1
F	25–29	2015	Februari	1	10	1
F	25–29	2015	Mars	3	6	1
F	25–29	2015	April	1	3	1
F	25–29	2015	Maj	0	2	0
F	25–29	2015	Juni	0	0	0
F	25–29	2015	Juli	0	0	0
F	25–29	2015	Augusti	0	0	0
F	25–29	2015	September	0	0	0
F	25–29	2015	Oktober	0	0	0
F	25–29	2015	November	1	0	0
F	25–29	2015	December	3	2	1
F	25–29	2016	Januari	4	10	1
F	25–29	2016	Februari	4	10	3
F	25–29	2016	Mars	2	21	2
F	25–29	2016	April	1	8	0
F	25–29	2016	Maj	1	3	0
F	25–29	2016	Juni	0	0	0
F	25–29	2016	Juli	0	0	0
F	25–29	2016	Augusti	0	0	0
F	25–29	2016	September	0	0	0
F	25–29	2016	Oktober	0	0	0
F	25–29	2016	November	0	1	0
F	25–29	2016	December	1	2	0
F	25–29	2017	Januari	1	6	1
F	25–29	2017	Februari	2	6	0
F	25–29	2017	Mars	0	2	0
F	25–29	2017	April	0	1	0
F	25–29	2017	Maj	0	1	0
F	25–29	2017	Juni	1	0	0
F	25–29	2017	Juli	0	0	0
F	25–29	2017	Augusti	0	0	0
F	25–29	2017	September	0	0	0
F	25–29	2017	Oktober	0	0	0
F	25–29	2017	November	0	0	0
F	25–29	2017	December	0	3	0
F	25–29	2018	Januari	0	7	0
F	25–29	2018	Februari	0	13	1
F	25–29	2018	Mars	1	9	0
F	25–29	2018	April	0	4	0
F	25–29	2018	Maj	0	0	0
F	25–29	2018	Juni	0	0	0
F	25–29	2018	Juli	0	0	0
F	25–29	2018	Augusti	0	0	0
F	25–29	2018	September	0	0	0
F	25–29	2018	Oktober	0	0	0
F	25–29	2018	November	0	0	0
F	25–29	2018	December	1	10	3
F	25–29	2019	Januari	1	20	0
F	25–29	2019	Februari	0	16	2
F	25–29	2019	Mars	0	3	0
F	25–29	2019	April	1	3	0
F	25–29	2019	Maj	0	0	0
F	25–29	2019	Juni	0	1	0
F	25–29	2019	Juli	0	0	0
F	25–29	2019	Augusti	0	0	0
F	25–29	2019	September	0	0	0
F	25–29	2019	Oktober	0	0	0
F	25–29	2019	November	0	0	0
F	25–29	2019	December	0	6	2
F	25–29	2020	Januari	1	9	1
F	25–29	2020	Februari	0	15	0
F	25–29	2020	Mars	2	9	0
F	25–29	2020	April	0	0	0
F	25–29	2020	Maj	0	0	0
F	25–29	2020	Juni	0	0	0
F	25–29	2020	Juli	0	0	0
F	25–29	2020	Augusti	0	0	0
F	25–29	2020	September	0	0	0
F	25–29	2020	Oktober	0	0	0
F	25–29	2020	November	0	0	0
F	25–29	2020	December	0	0	0
F	25–29	2021	Januari	0	0	0
F	25–29	2021	Februari	0	0	0
F	25–29	2021	Mars	0	0	0
F	25–29	2021	April	0	0	0
F	25–29	2021	Maj	0	0	0
F	25–29	2021	Juni	0	0	0
F	25–29	2021	Juli	0	0	0
F	25–29	2021	Augusti	0	0	0
F	25–29	2021	September	0	0	0
F	25–29	2021	Oktober	0	1	0
F	25–29	2021	November	0	2	0
F	25–29	2021	December	0	7	0
F	30–34	1998	Januari	0	1	1
F	30–34	1998	Februari	0	5	3
F	30–34	1998	Mars	0	0	15
F	30–34	1998	April	0	2	5
F	30–34	1998	Maj	0	0	1
F	30–34	1998	Juni	0	0	0
F	30–34	1998	Juli	0	0	1
F	30–34	1998	Augusti	0	0	0
F	30–34	1998	September	0	0	1
F	30–34	1998	Oktober	0	0	0
F	30–34	1998	November	0	0	0
F	30–34	1998	December	0	0	0
F	30–34	1999	Januari	0	7	6
F	30–34	1999	Februari	0	5	9
F	30–34	1999	Mars	0	1	2
F	30–34	1999	April	0	0	1
F	30–34	1999	Maj	0	0	0
F	30–34	1999	Juni	0	0	1
F	30–34	1999	Juli	0	0	0
F	30–34	1999	Augusti	0	0	0
